"","lead_id","name","company","qualification_level_code_text","user_status_code_text","account_life_cycle_status_code_text","life_cycle_status_code_text","origin_type_code_text","priority_code_text","group_code_text","c4c_account_state","bci_project_state","bci_project_type","bci_project_status","estimated_project_value","bci_project_stage","opportunity_id","sale","project_state","log_value","type"
"2645",57282,"45 & 47A Newton Rd Lot 45 FP133235 Newton SA 5074","Kolabb Pty Ltd (affiliated with Cen","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","apartments (9) - 2 buildings - 2 storey","Construction Certificate Approved",2e+06,"Documentation","NULL","0","low_chance",14.5086577385242,"apartment"
"2646",57295,"1300-1302 Toorak Rd Cnr Albemarle Crt Lot 1 on PS014867 & Lot 2 on PS015531 Camberwell VIC 3124","John Patrick Landscape Architects P","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (8) - 3 storey","Tenderers Named",3e+06,"Tender","NULL","0","Tenderers Named",14.9141228466324,"apartment"
"2647",57303,"GLENARM SQUARE","Urbis Pty Ltd - Melbourne","Hot","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","apartments (120) | office | cafe / restaurant - 9 storey","Development Approval",1e+08,"Documentation","27748","1","Development Approval",18.4206807439524,"apartment"
"2648",57352,"HOUSING NEW ZEALAND - NORTH SHORE","22 Degrees Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","apartments (34) - 5 storey","Development Approval",1e+07,"Documentation","NULL","0","Development Approval",16.1180956509583,"apartment"
"2649",57361,"RUAKAKA RECREATION CENTRE - NEW MULTI ACTIVITY CENTRE","Whangarei District Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","sports hub for recreation centre - single storey","Development Application",6e+06,"Documentation","NULL","0","Development Application",15.6072700271923,"other"
"2650",57393,"TUMBARUMBA PACKING SHED","Romaldi Constructions SA","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","New South Wales","packing shed","Tenderers Named",4e+06,"Tender","NULL","0","Tenderers Named",15.2018049190842,"other"
"2651",57411,"561 Tarneit Rd Lot 12 on LP134421 Hoppers Crossing VIC 3029","Fine Line Building Design","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","townhouses (18) - 2 storey","Development Application",3600000,"Documentation","NULL","0","Development Application",15.0964444034263,"townhouse"
"2652",57417,"BALLYMORE STADIUM REDEVELOPMENT","Blight Rayner Architecture & D","Hot","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","sports precinct | commercial / office buildings - up to 4 storey","Feasibility/EIS/Submission of Proposals/Master Planning",3e+07,"Concept","27658","1","low_chance",17.2167079396264,"commercial"
"2653",57419,"THE URBAN FOREST","Koichi Takada Architects","Hot","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","NSW","Queensland","apartments (330) - 30 storey","Development Application",9e+07,"Documentation","27659","1","Development Application",18.3153202282945,"apartment"
"2654",57429,"PRAIRIE CREEK BRIDGE","Flinders Shire Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","bridge - upgrade","Feasibility/EIS/Submission of Proposals/Master Planning",1e+07,"Concept","NULL","0","low_chance",16.1180956509583,"public"
"2655",57439,"COPPERTURE APARTMENTS","Alijn Built Forms (also Blocq+","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","apartments (15) | cafe - 8 storey","Tenders To Be Called",6200000,"Documentation","NULL","0","Tenders To Be Called",15.6400598500153,"apartment"
"2656",57448,"204-210 Parramatta Rd Lots 4-7 DP 17749 Auburn NSW 2144","Think Planners Pty Ltd (formerly By","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","hotel (110 rooms) | shop - 8 storey","Development Approval",28609000,"Documentation","NULL","0","Development Approval",17.1692319116017,"commercial"
"2657",57450,"18, 26 & 27 Parsons St CT 152584/1, 8946/83, 201957/1 & 61381/2 Ulverstone TAS 7315","Livingston Natural Resource Service","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","TAS","Tasmania","subdivision (79 lots) - residential","Tenders To Be Called",4e+06,"Documentation","NULL","0","Tenders To Be Called",15.2018049190842,"other"
"2658",57475,"4TEN EPPING","Frasers Property Australia (fo","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","warehouses | showroom & distribution centre for car dealership - up to 2 storey","Construction Commenced",2e+07,"Construction","29503","1","Construction Commenced",16.8112428315183,"house"
"2659",57492,"10-12 Egan St Lot 1 DP 77654 Newtown NSW 2042","Godden Mackay Logan (GML) Heritage","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","boarding house (19 rooms) - conversion - 2 storey","Development Approval",2764000,"Documentation","NULL","0","Development Approval",14.8321894638697,"house"
"2660",57494,"COBURG LEISURE CENTRE","Beveridge Williams &amp; Co Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","leisure centre - alterations & additions - single storey","Contract Awarded/Builder Apptd",2928000,"Tender","NULL","0","Contract Awarded/Builder Apptd",14.8898301540633,"other"
"2661",57498,"17 Hynds Rd Lot 83A DP 11104 Box Hill NSW 2765","Orion Consulting Engineers","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","townhouses (23) - 2 storey","Construction Commenced",7649000,"Construction","NULL","0","Construction Commenced",15.850085478304,"townhouse"
"2662",57499,"LONE PINE PLAZA SHOPPING COMPLEX","SJH Planning & Design Pty Ltd","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","shopping centre - redevelopment - 3 buildings - part 1 & 2 storey","Main Contractor On Site",1.2e+07,"Construction","NULL","0","low_chance",16.3004172077523,"other"
"2663",57514,"REDLAND HOSPITAL CAR PARKING","Queensland Health (Metro South","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","off site car parking (300 spaces) for hospital","Tenders Closed Contract not yet Let",3e+06,"Tender","27782","1","low_chance",14.9141228466324,"public"
"2664",57519,"NSW DEPARTMENT OF HEALTH - ZENITH TOWER B","SHAPE Australia Pty Ltd - NSW","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","government office - fitout - 3 levels","Construction Commenced",2601980,"Construction","NULL","0","Construction Commenced",14.77178325163,"commercial"
"2665",57523,"WOOLWORTHS WAREHOUSE &amp; DISTRIBUTION CENTRE - AUBURN","Woolworths Group (Woolworths S","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","warehouse | distribution centre - 2 storey","Development Application",64677000,"Documentation","NULL","0","Development Application",17.9849162094083,"house"
"2666",57540,"7 Wakatipu Hts Lots 1 & 2 DP 13007 Queenstown NZ 9371","Clark Fortune McDonald &amp; Associ","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","houses (2) - 3 storey","Construction Certificate Approved",2100000,"Documentation","NULL","0","low_chance",14.5574479026937,"house"
"2667",57579,"MURWILLUMBAH EDUCATION CAMPUS","Architectus Group Pty Ltd - Me","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","New South Wales","schools (4) - upgrade","Feasibility/EIS/Submission of Proposals/Master Planning",1e+08,"Concept","NULL","0","low_chance",18.4206807439524,"public"
"2668",57683,"OAKEY CREEK RD SAFETY UPGRADE - NSW SAFER ROADS PROGRAM","Cessnock City Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","road - upgrade","Feasibility/EIS/Submission of Proposals/Master Planning",2e+06,"Concept","NULL","0","low_chance",14.5086577385242,"road"
"2669",57684,"229-239 Pitt St Lot 1 DP 1079960, Lot 2 DP 537031 , Lot J DP 10354 & Lot 2 DP 501597 215 Pitt St Merrylands NSW 2160","Mecone Pty Ltd - Sydney","Hot","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","independent living units (98) | aged care facility (88 beds) | shop - 24 storey","Development Approval",104021000,"Documentation","NULL","0","Development Approval",18.4601033597989,"aged_care"
"2670",57726,"244-246 Churchill Rd Prospect SA 5082","Mossop Construction + Interiors SA","Warm","Converted","Active","Converted","BCI/Cordell","Normal","Commercial Project","SA","South Australia","affordable housing units (23) - 4 storey","Tenderers Named",8200000,"Tender","28293","1","Tenderers Named",15.9196447122345,"other"
"2671",57737,"HOMECO BALLARAT (FORMER MASTERS WENDOUREE)","Urbis Pty Ltd - Melbourne","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","childcare centre (122 place) | gymnasium | office | medical centre | shop | cafe - 2 storey","Tenders To Be Called",1.5e+07,"Documentation","NULL","0","Tenders To Be Called",16.5235607590665,"commercial"
"2672",57752,"ROSE RD DEVELOPMENT","Nema Construction Estimating Ltd -","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","apartments (53) - 8 storey","Tenders Closed Contract not yet Let",1.5e+07,"Tender","NULL","0","low_chance",16.5235607590665,"apartment"
"2673",57754,"MULGRAVE RD &amp; ANDERSON ST","Department of Transport & Main","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","roads (2) - asphalt resurfacing","Tenderers Named",750000,"Tender","NULL","0","Tenderers Named",13.5278284855125,"road"
"2674",57761,"BUNNINGS BALCATTA","ADCO Constructions Pty Ltd - P","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","retail warehouse - extension - single storey","Tenderers Named",6e+06,"Tender","NULL","0","Tenderers Named",15.6072700271923,"house"
"2675",57768,"MONTMORENCY SECONDARY COLLEGE","Montmorency Secondary College","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","sports facility for school","Contract Awarded/Builder Apptd",18600000,"Tender","NULL","0","Contract Awarded/Builder Apptd",16.7386721386834,"public"
"2676",57798,"VIC GOVT 2020 BUILDING WORKS PACKAGE - FITZROY NORTH PRIMARY SCHOOL","Victorian School Building Auth","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","school buildings (2) - alterations & additions - 2 storey","Tenders Closed Contract not yet Let",9e+06,"Tender","NULL","0","low_chance",16.0127351353005,"public"
"2677",57801,"VIC 2020 BLDG WORKS PACKAGE - GLADSTONE PARK PRIMARY SCHOOL","Gladstone Park Primary School","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","VIC","Victoria","school building - refurbishment","Tenderers Named",2522400,"Tender","NULL","0","Tenderers Named",14.740721387213,"public"
"2678",57803,"EVERGREEN","Rothelowman Architects (tradin","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","townhouses (43) | houses (2) - 2 & 3 storey","Construction Certificate Approved",26011000,"Documentation","NULL","0","low_chance",17.074030083437,"townhouse"
"2679",57815,"COWRA SHIRE - FIXING LOCAL ROADS &amp; ROADS TO RECOVERY PROGRAM","Cowra Shire Council","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","roadworks - upgrade","Construction Commenced",2588000,"Construction","NULL","0","Construction Commenced",14.7663959346029,"road"
"2680",57826,"SELWYN HEIGHTS RETIREMENT VILLAGE MOUNT ROSKILL - STAGE 5","Aspec Construction Ltd - Auckland","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","dementia care facility (12 beds) for retirement village - single storey","Construction Commenced",5e+06,"Construction","NULL","0","Construction Commenced",15.4249484703984,"aged_care"
"2681",57852,"WYANGALA WATERS HOLIDAY PARK - WYANGALA DAM EARLY WORKS","Water NSW (Sydney Catchment Authori","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","holiday park - relocation","Tenders Closed Contract not yet Let",5e+06,"Tender","NULL","0","low_chance",15.4249484703984,"other"
"2682",57854,"BUTTERCUPS CHILDCARE &amp; KINDERGARTEN - GREENWOOD","Aveling Homes Pty Ltd t/as Ave","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","childcare centre (83 place) - single storey","Development Approval",2070000,"Documentation","NULL","0","Development Approval",14.5430591652416,"public"
"2683",57863,"SOJOURN &amp; HEALING TOURISM WELLNESS CENTRE - CAIRNS","RPS Australia East Pty Ltd - Cairns","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","short term accommodation (64 rooms) - 3 storey","Development Application",1.5e+07,"Documentation","NULL","0","Development Application",16.5235607590665,"other"
"2684",57868,"19 Surrey Rd Keswick SA 5035","Weber Frankiw Surveyors","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","SA","South Australia","affordable housing units (10) - 2 buildings","Construction Commenced",2e+06,"Construction","NULL","0","Construction Commenced",14.5086577385242,"other"
"2685",57895,"BEECROFT WEAPONS RANGE SOLAR PHOTOVOLTAIC SYSTEMS","St Hilliers Pty Ltd - NSW Offi","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","solar photovoltaic systems for military facilities (2) - supply & install","Tenderers Named",2e+06,"Tender","NULL","0","Tenderers Named",14.5086577385242,"other"
"2686",57917,"PACIFIC MWY M1: EXIT 49 INTERCHANGE UPGRADE","Department of Transport & Main Road","Hot","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","QLD","Queensland","interchange - upgrade","Competition / Design Tender",9.5e+07,"Concept","NULL","0","low_chance",18.3693874495648,"other"
"2687",57933,"SELWYN HEIGHTS RETIREMENT VILLAGE MOUNT ROSKILL","Aspec Construction Ltd - Auckland","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NZ","New Zealand","apartments (32) - 2 storey | dementia care facility (12 beds) - up to 3 storey","Development Approval",6e+06,"Documentation","NULL","0","Development Approval",15.6072700271923,"apartment"
"2688",57939,"WOOLWORTHS - LIDCOMBE CFC","Woolworths Group (Woolworths S","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","NSW","New South Wales","warehouse & distribution centre - fitout - single storey","Construction Commenced",2875000,"Construction","NULL","0","Construction Commenced",14.8715632322136,"house"
"2689",57959,"29-31 Barramine Loop South Hedland WA 6722","TEC Services Group Pty Ltd  (f","Warm","Qualified","Active","Qualified","BCI/Cordell","Normal","Commercial Project","WA","Western Australia","staff housing units (9) - single storey","Construction Commenced",4685000,"Construction","NULL","0","Construction Commenced",15.3598764736547,"other"
